id,name,type,parentId,longitude,latitude
112,冈比亚,1,0,,
113,马里,1,0,,
114,布基纳法索,1,0,,
115,几内亚,1,0,,
116,几内亚比绍,1,0,,
117,佛得角,1,0,,
118,塞拉利昂,1,0,,
119,利比里亚,1,0,,
120,科特迪瓦,1,0,,
121,加纳,1,0,,
122,多哥,1,0,,
123,贝宁,1,0,,
124,尼日尔,1,0,,
125,加那利群岛,1,0,,
126,赞比亚,1,0,,
127,安哥拉,1,0,,
128,津巴布韦,1,0,,
129,马拉维,1,0,,
130,莫桑比克,1,0,,
131,博茨瓦纳,1,0,,
132,纳米比亚,1,0,,
133,南非,1,0,,
134,斯威士兰,1,0,,
135,莱索托,1,0,,
136,马达加斯加,1,0,,
137,科摩罗,1,0,,
138,毛里求斯,1,0,,
139,留尼旺,1,0,,
140,圣赫勒拿,1,0,,
141,澳大利亚,1,0,,
142,新西兰,1,0,,
143,巴布亚新几内亚,1,0,,
144,所罗门群岛,1,0,,
145,瓦努阿图共和国,1,0,,
146,密克罗尼西亚,1,0,,
147,马绍尔群岛,1,0,,
148,帕劳,1,0,,
149,瑙鲁,1,0,,
150,基里巴斯,1,0,,
151,图瓦卢,1,0,,
152,萨摩亚,1,0,,
153,斐济,1,0,,
154,汤加,1,0,,
155,库克群岛,1,0,,
156,关岛,1,0,,
157,新喀里多尼亚,1,0,,
158,法属波利尼西亚,1,0,,
159,皮特凯恩岛,1,0,,
160,瓦利斯与富图纳,1,0,,
161,纽埃,1,0,,
162,托克劳,1,0,,
163,美属萨摩亚,1,0,,
164,北马里亚纳,1,0,,
165,加拿大,1,0,,
166,美国,1,0,,
167,墨西哥,1,0,,
168,格陵兰,1,0,,
169,危地马拉,1,0,,
170,伯利兹,1,0,,
171,萨尔瓦多,1,0,,
172,洪都拉斯,1,0,,
173,尼加拉瓜,1,0,,
174,哥斯达黎加,1,0,,
175,巴拿马,1,0,,
176,巴哈马,1,0,,
177,古巴,1,0,,
178,牙买加,1,0,,
179,海地,1,0,,
180,多米尼加共和国,1,0,,
181,安提瓜和巴布达,1,0,,
182,圣基茨和尼维斯,1,0,,
183,多米尼克,1,0,,
184,圣卢西亚,1,0,,
185,圣文森特和格林纳丁斯,1,0,,
186,格林纳达,1,0,,
187,巴巴多斯,1,0,,
188,特立尼达和多巴哥,1,0,,
189,波多黎各,1,0,,
190,英属维尔京群岛,1,0,,
191,美属维尔京群岛,1,0,,
192,安圭拉,1,0,,
193,蒙特塞拉特岛,1,0,,
194,瓜德罗普,1,0,,
195,马提尼克,1,0,,
196,荷属安的列斯,1,0,,
197,阿鲁巴,1,0,,
198,特克斯和凯科斯群岛,1,0,,
199,开曼群岛,1,0,,
200,百慕大,1,0,,
201,哥伦比亚,1,0,,
202,委内瑞拉,1,0,,
203,圭亚那,1,0,,
204,法属圭亚那,1,0,,
205,苏里南,1,0,,
206,厄瓜多尔,1,0,,
207,秘鲁,1,0,,
208,玻利维亚,1,0,,
209,巴西,1,0,,
210,智利,1,0,,
211,阿根廷,1,0,,
212,乌拉圭,1,0,,
213,巴拉圭,1,0,,
214,波黑,1,0,,
215,直布罗陀,1,0,,
216,新喀里多尼亚群岛,1,0,,
217,瓦利斯和富图纳群岛,1,0,,
218,泽西岛,1,0,,
219,黑山,1,0,,
220,英属马恩岛,1,0,,
221,尼日利亚,1,0,,
222,喀麦隆,1,0,,
223,加蓬,1,0,,
224,乍得,1,0,,
225,刚果共和国,1,0,,
226,中非共和国,1,0,,
227,南苏丹,1,0,,
228,赤道几内亚,1,0,,
229,毛里塔尼亚,1,0,,
230,刚果民主共和国,1,0,,
231,留尼汪岛,1,0,,
232,格陵兰岛,1,0,,
233,法罗群岛,1,0,,
234,根西岛,1,0,,
235,百慕大群岛,1,0,,
236,圣皮埃尔和密克隆群岛,1,0,,
237,法属圣马丁,1,0,,
238,奥兰群岛,1,0,,
239,北马里亚纳群岛,1,0,,
240,库拉索,1,0,,
241,博内尔岛,1,0,,
242,圣马丁岛,1,0,,
243,圣巴泰勒米岛,1,0,,
244,福克兰群岛,1,0,,
245,圣多美和普林西比,1,0,,
246,英属印度洋领地,1,0,,
247,东萨摩亚,1,0,,
248,诺福克岛,1,0,,
110000,北京市,2,1,116.407387,39.904179
120000,天津市,2,1,117.201509,39.085318
130000,河北省,2,1,114.530399,38.037707
140000,山西省,2,1,112.578781,37.813948
150000,内蒙古自治区,2,1,111.765226,40.818233
210000,辽宁省,2,1,123.435093,41.836743
220000,吉林省,2,1,125.325802,43.896942
230000,黑龙江省,2,1,126.661998,45.742253
310000,上海市,2,1,121.473667,31.230525
320000,江苏省,2,1,118.763563,32.061377
330000,浙江省,2,1,120.152575,30.266619
340000,安徽省,2,1,117.330139,31.734559
350000,福建省,2,1,119.296194,26.101082
360000,江西省,2,1,115.816587,28.637234
370000,山东省,2,1,117.020725,36.670201
410000,河南省,2,1,113.753094,34.767052
420000,湖北省,2,1,114.341552,30.546222
430000,湖南省,2,1,112.982951,28.116007
440000,广东省,2,1,113.266887,23.133306
450000,广西壮族自治区,2,1,108.327537,22.816659
460000,海南省,2,1,110.348781,20.018639
500000,重庆市,2,1,106.551787,29.56268
510000,四川省,2,1,104.076452,30.651696
520000,贵州省,2,1,106.705251,26.600328
530000,云南省,2,1,102.709372,25.046432
540000,西藏自治区,2,1,91.117449,29.648694
610000,陕西省,2,1,108.953939,34.266611
620000,甘肃省,2,1,103.826777,36.060634
630000,青海省,2,1,101.780482,36.622538
640000,宁夏回族自治区,2,1,106.258889,38.472273
650000,新疆维吾尔自治区,2,1,87.628579,43.793301
110100,北京市,3,110000,116.405285,39.904989
120100,天津市,3,120000,117.190182,39.125596
130100,石家庄市,3,130000,114.514976,38.042007
130200,唐山市,3,130000,118.180149,39.63068
130300,秦皇岛市,3,130000,119.52022,39.888243
130400,邯郸市,3,130000,114.53915,36.625849
130500,邢台市,3,130000,114.49742,37.060227
130600,保定市,3,130000,115.464523,38.874476
130700,张家口市,3,130000,114.885895,40.768931
130800,承德市,3,130000,117.962749,40.952942
130900,沧州市,3,130000,116.838715,38.304676
131000,廊坊市,3,130000,116.683546,39.538304
131100,衡水市,3,130000,115.668987,37.739367
140100,太原市,3,140000,112.549656,37.870451
140200,大同市,3,140000,113.366749,40.09711
140300,阳泉市,3,140000,113.580426,37.857094
140400,长治市,3,140000,113.117394,36.195142
140500,晋城市,3,140000,112.852022,35.491315
140600,朔州市,3,140000,112.432906,39.331734
140700,晋中市,3,140000,112.752633,37.688006
140800,运城市,3,140000,111.007051,35.02667
140900,忻州市,3,140000,112.734149,38.415958
141000,临汾市,3,140000,111.51931,36.088581
141100,吕梁市,3,140000,111.14454,37.518996
150100,呼和浩特市,3,150000,111.748814,40.842127
150200,包头市,3,150000,109.95315,40.621327
150300,乌海市,3,150000,106.79415,39.655048
150400,赤峰市,3,150000,118.887613,42.256876
150500,通辽市,3,150000,122.243309,43.653566
150600,鄂尔多斯市,3,150000,109.782473,39.608744
150700,呼伦贝尔市,3,150000,119.77845,49.166536
150800,巴彦淖尔市,3,150000,107.387767,40.742987
150900,乌兰察布市,3,150000,113.132227,40.994526
152200,兴安盟,3,150000,122.037796,46.082373
152500,锡林郭勒盟,3,150000,116.047387,43.933212
152900,阿拉善盟,3,150000,105.729135,38.851554
210100,沈阳市,3,210000,123.464675,41.677576
210200,大连市,3,210000,121.614786,38.913962
210300,鞍山市,3,210000,122.994183,41.108239
210400,抚顺市,3,210000,123.957053,41.881311
210500,本溪市,3,210000,123.766669,41.294123
210600,丹东市,3,210000,124.354419,40.000646
210700,锦州市,3,210000,121.126859,41.096114
210800,营口市,3,210000,122.219148,40.625027
210900,阜新市,3,210000,121.670052,42.022028
211000,辽阳市,3,210000,123.239669,41.267396
211100,盘锦市,3,210000,122.170729,40.71956
211200,铁岭市,3,210000,123.726008,42.223709
211300,朝阳市,3,210000,120.488801,41.601855
211400,葫芦岛市,3,210000,120.836783,40.710974
220100,长春市,3,220000,125.323643,43.816996
220200,吉林市,3,220000,126.549719,43.838132
220300,四平市,3,220000,124.350599,43.166764
220400,辽源市,3,220000,125.144676,42.887961
220500,通化市,3,220000,125.939721,41.728312
220600,白山市,3,220000,126.414274,41.944132
220700,松原市,3,220000,124.825321,45.14191
220800,白城市,3,220000,122.838102,45.620131
222400,延边朝鲜族自治州,3,220000,129.470605,42.909426
230100,哈尔滨市,3,230000,126.53505,45.802981
230200,齐齐哈尔市,3,230000,123.918193,47.354892
230300,鸡西市,3,230000,130.969385,45.295087
230400,鹤岗市,3,230000,130.297687,47.350659
230500,双鸭山市,3,230000,131.141563,46.676157
230600,大庆市,3,230000,125.104078,46.589498
230700,伊春市,3,230000,128.840863,47.728332
230800,佳木斯市,3,230000,130.318916,46.800002
230900,七台河市,3,230000,131.003015,45.771178
231000,牡丹江市,3,230000,129.632928,44.551486
231100,黑河市,3,230000,127.528226,50.244887
231200,绥化市,3,230000,126.968714,46.654147
232700,大兴安岭地区,3,230000,124.11786,50.41129
310100,上海市,3,310000,121.472644,31.231706
320100,南京市,3,320000,118.796624,32.059344
320200,无锡市,3,320000,120.311889,31.491064
320300,徐州市,3,320000,117.283752,34.204224
320400,常州市,3,320000,119.974092,31.811313
320500,苏州市,3,320000,120.585294,31.299758
320600,南通市,3,320000,120.894522,31.981269
320700,连云港市,3,320000,119.221487,34.596639
320800,淮安市,3,320000,119.113166,33.551495
320900,盐城市,3,320000,120.16263,33.348176
321000,扬州市,3,320000,119.412834,32.394404
321100,镇江市,3,320000,119.424441,32.188141
321200,泰州市,3,320000,119.922883,32.456692
321300,宿迁市,3,320000,118.275228,33.963186
330100,杭州市,3,330000,120.209903,30.246566
330200,宁波市,3,330000,121.62454,29.860258
330300,温州市,3,330000,120.699279,27.993849
330400,嘉兴市,3,330000,120.755623,30.746814
330500,湖州市,3,330000,120.086881,30.894178
330600,绍兴市,3,330000,120.582886,30.051549
330700,金华市,3,330000,119.647265,29.079195
330800,衢州市,3,330000,118.859307,28.970229
330900,舟山市,3,330000,122.207395,29.985578
331000,台州市,3,330000,121.42079,28.655716
331100,丽水市,3,330000,119.923249,28.467694
340100,合肥市,3,340000,117.227267,31.820567
340200,芜湖市,3,340000,118.433065,31.352614
340300,蚌埠市,3,340000,117.388566,32.91682
340400,淮南市,3,340000,117.018603,32.585384
340500,马鞍山市,3,340000,118.50685,31.668765
340600,淮北市,3,340000,116.798362,33.956264
340700,铜陵市,3,340000,117.811298,30.945214
340800,安庆市,3,340000,117.115349,30.531828
341000,黄山市,3,340000,118.337643,29.714886
341100,滁州市,3,340000,118.333439,32.255904
341200,阜阳市,3,340000,115.814252,32.891032
341300,宿州市,3,340000,116.96419,33.647726
341500,六安市,3,340000,116.519729,31.735892
341600,亳州市,3,340000,115.778588,33.846285
341700,池州市,3,340000,117.495663,30.674264
341800,宣城市,3,340000,118.759127,30.939278
350100,福州市,3,350000,119.296411,26.074286
350200,厦门市,3,350000,118.08891,24.479627
350300,莆田市,3,350000,119.007662,25.454202
350400,三明市,3,350000,117.638919,26.263455
350500,泉州市,3,350000,118.675724,24.874452
350600,漳州市,3,350000,117.647298,24.515297
350700,南平市,3,350000,118.081325,27.382829
350800,龙岩市,3,350000,117.017362,25.075884
350900,宁德市,3,350000,119.547729,26.666222
360100,南昌市,3,360000,115.857972,28.682976
360200,景德镇市,3,360000,117.184892,29.2744
360300,萍乡市,3,360000,113.887147,27.658721
360400,九江市,3,360000,115.95356,29.66116
360500,新余市,3,360000,114.916665,27.818553
360600,鹰潭市,3,360000,117.039532,28.272092
360700,赣州市,3,360000,114.933494,25.831139
360800,吉安市,3,360000,114.96681,27.091243
360900,宜春市,3,360000,114.416826,27.816245
361000,抚州市,3,360000,116.358054,27.948979
361100,上饶市,3,360000,117.943064,28.45513
370100,济南市,3,370000,117.120128,36.652069
370200,青岛市,3,370000,120.382665,36.066938
370300,淄博市,3,370000,118.054994,36.813787
370400,枣庄市,3,370000,117.323759,34.810858
370500,东营市,3,370000,118.674633,37.433992
370600,烟台市,3,370000,121.447755,37.464551
370700,潍坊市,3,370000,119.161721,36.707668
370800,济宁市,3,370000,116.587116,35.415117
370900,泰安市,3,370000,117.086963,36.201784
371000,威海市,3,370000,122.120519,37.513315
371100,日照市,3,370000,119.52685,35.416912
371300,临沂市,3,370000,118.356464,35.103771
371400,德州市,3,370000,116.359244,37.436492
371500,聊城市,3,370000,115.985238,36.455857
371600,滨州市,3,370000,117.970731,37.382687
371700,菏泽市,3,370000,115.479646,35.234309
410100,郑州市,3,410000,113.625351,34.746303
410200,开封市,3,410000,114.314278,34.798083
410300,洛阳市,3,410000,112.453895,34.619702
410400,平顶山市,3,410000,113.192595,33.766554
410500,安阳市,3,410000,114.39248,36.098779
410600,鹤壁市,3,410000,114.297305,35.748329
410700,新乡市,3,410000,113.92679,35.303589
410800,焦作市,3,410000,113.241902,35.215726
410900,濮阳市,3,410000,115.029246,35.762731
411000,许昌市,3,410000,113.852004,34.03732
411100,漯河市,3,410000,114.0166,33.58038
411200,三门峡市,3,410000,111.200482,34.773196
411300,南阳市,3,410000,112.584753,33.016102
411400,商丘市,3,410000,115.656358,34.415165
411500,信阳市,3,410000,114.091058,32.148624
411600,周口市,3,410000,114.701222,33.634652
411700,驻马店市,3,410000,114.021988,33.014038
419000,省直辖县级行政区划,3,410000,,
420100,武汉市,3,420000,114.304569,30.593354
420200,黄石市,3,420000,115.038999,30.201082
420300,十堰市,3,420000,110.798921,32.629057
420500,宜昌市,3,420000,111.286962,30.69217
420600,襄阳市,3,420000,112.121743,32.010161
420700,鄂州市,3,420000,114.894909,30.391461
420800,荆门市,3,420000,112.199009,31.035445
420900,孝感市,3,420000,113.956962,30.918311
421000,荆州市,3,420000,112.24143,30.336282
421100,黄冈市,3,420000,114.872425,30.453722
421200,咸宁市,3,420000,114.322601,29.84135
421300,随州市,3,420000,113.382324,31.690275
422800,恩施土家族苗族自治州,3,420000,109.488076,30.272104
429000,省直辖县级行政区划,3,420000,,
430100,长沙市,3,430000,112.938882,28.228304
430200,株洲市,3,430000,113.132783,27.828862
430300,湘潭市,3,430000,112.945439,27.83136
430400,衡阳市,3,430000,112.572016,26.894216
430500,邵阳市,3,430000,111.467855,27.239528
430600,岳阳市,3,430000,113.128922,29.35648
430700,常德市,3,430000,111.69905,29.031446
430800,张家界市,3,430000,110.478887,29.117343
430900,益阳市,3,430000,112.355994,28.554853
431000,郴州市,3,430000,113.015517,25.770117
431100,永州市,3,430000,111.613482,26.419861
431200,怀化市,3,430000,110.001598,27.569813
431300,娄底市,3,430000,111.994468,27.699838
433100,湘西土家族苗族自治州,3,430000,109.673345,28.215983
440100,广州市,3,440000,113.264499,23.130061
440200,韶关市,3,440000,113.597324,24.810977
440300,深圳市,3,440000,114.057939,22.543527
440400,珠海市,3,440000,113.576892,22.271644
440500,汕头市,3,440000,116.681956,23.354152
440600,佛山市,3,440000,113.121586,23.021351
440700,江门市,3,440000,113.081548,22.578948
440800,湛江市,3,440000,110.357538,21.270108
440900,茂名市,3,440000,110.925533,21.662728
441200,肇庆市,3,440000,112.465245,23.047747
441300,惠州市,3,440000,114.415587,23.112368
441400,梅州市,3,440000,116.122046,24.288832
441500,汕尾市,3,440000,115.375557,22.787204
441600,河源市,3,440000,114.700215,23.744276
441700,阳江市,3,440000,111.98343,21.856853
441800,清远市,3,440000,113.056098,23.682064
441900,东莞市,3,440000,113.82903,22.959884
441901,莞城区,4,441900,,
441902,南城区,4,441900,,
441904,万江区,4,441900,,
441905,石碣镇,4,441900,,
441906,石龙镇,4,441900,,
441907,茶山镇,4,441900,,
441908,石排镇,4,441900,,
441909,企石镇,4,441900,,
441910,横沥镇,4,441900,,
441911,桥头镇,4,441900,,
441912,谢岗镇,4,441900,,
441913,东坑镇,4,441900,,
441914,常平镇,4,441900,,
441915,寮步镇,4,441900,,
441916,大朗镇,4,441900,,
441917,麻涌镇,4,441900,,
441918,中堂镇,4,441900,,
441919,高埗镇,4,441900,,
441920,樟木头镇,4,441900,,
441921,大岭山镇,4,441900,,
441922,望牛墩镇,4,441900,,
441923,黄江镇,4,441900,,
441924,洪梅镇,4,441900,,
441925,清溪镇,4,441900,,
441926,沙田镇,4,441900,,
441927,道滘镇,4,441900,,
441928,塘厦镇,4,441900,,
441929,虎门镇,4,441900,,
441930,厚街镇,4,441900,,
441931,凤岗镇,4,441900,,
441932,长安镇,4,441900,,
442000,中山市,3,440000,113.489502,22.524345
442001,石岐街道,4,442000,,
442002,东区街道,4,442000,,
442003,中山港街道,4,442000,,
442004,西区街道,4,442000,,
442005,南区街道,4,442000,,
442006,五桂山街道,4,442000,,
442007,民众街道,4,442000,,
442008,南朗街道,4,442000,,
442009,黄圃镇,4,442000,,
442010,东凤镇,4,442000,,
442011,古镇镇,4,442000,,
442012,沙溪镇,4,442000,,
442013,坦洲镇,4,442000,,
442014,港口镇,4,442000,,
442015,三角镇,4,442000,,
442016,横栏镇,4,442000,,
442017,南头镇,4,442000,,
442018,阜沙镇,4,442000,,
442019,三乡镇,4,442000,,
442020,板芙镇,4,442000,,
442021,大涌镇,4,442000,,
442022,神湾镇,4,442000,,
442023,小榄镇,4,442000,,
445100,潮州市,3,440000,116.621901,23.657662
445200,揭阳市,3,440000,116.372732,23.550968
445300,云浮市,3,440000,112.044524,22.915163
450100,南宁市,3,450000,108.366407,22.8177
450200,柳州市,3,450000,109.428071,24.326442
450300,桂林市,3,450000,110.179752,25.235615
450400,梧州市,3,450000,111.279022,23.476733
450500,北海市,3,450000,109.120248,21.481305
450600,防城港市,3,450000,108.35467,21.686732
450700,钦州市,3,450000,108.654355,21.980894
450800,贵港市,3,450000,109.598903,23.11182
450900,玉林市,3,450000,110.18097,22.654001
451000,百色市,3,450000,106.61869,23.90307
451100,贺州市,3,450000,111.567216,24.404182
451200,河池市,3,450000,108.63639,24.48523
451300,来宾市,3,450000,109.221243,23.750105
451400,崇左市,3,450000,107.364973,22.377139
460100,海口市,3,460000,110.200162,20.046316
460200,三亚市,3,460000,109.511709,18.252865
460300,三沙市,3,460000,112.338649,16.831004
460400,儋州市,3,460000,109.274243,19.631272
469000,省直辖县级行政区划,3,460000,,
500100,重庆市,3,500000,106.504962,29.533155
510100,成都市,3,510000,104.066301,30.572961
510300,自贡市,3,510000,104.779307,29.33924
510400,攀枝花市,3,510000,101.729116,26.558645
510500,泸州市,3,510000,105.441866,28.87098
510600,德阳市,3,510000,104.397795,31.127449
510700,绵阳市,3,510000,104.679127,31.467673
510800,广元市,3,510000,105.844004,32.435774
510900,遂宁市,3,510000,105.592602,30.53268
511000,内江市,3,510000,105.057992,29.58021
511100,乐山市,3,510000,103.766085,29.552275
511300,南充市,3,510000,106.110565,30.837235
511400,眉山市,3,510000,103.848417,30.077113
511500,宜宾市,3,510000,104.642826,28.752354
511600,广安市,3,510000,106.632647,30.456354
511700,达州市,3,510000,107.46778,31.209278
511800,雅安市,3,510000,103.041538,30.009998
511900,巴中市,3,510000,106.747548,31.867853
512000,资阳市,3,510000,104.627265,30.129236
513200,阿坝藏族羌族自治州,3,510000,102.224504,31.899427
513300,甘孜藏族自治州,3,510000,101.96231,30.04952
513400,凉山彝族自治州,3,510000,102.267713,27.881396
520100,贵阳市,3,520000,106.628201,26.646694
520200,六盘水市,3,520000,104.830357,26.592538
520300,遵义市,3,520000,107.031922,27.721931
520400,安顺市,3,520000,105.9476,26.253103
520500,毕节市,3,520000,105.291544,27.283615
520600,铜仁市,3,520000,109.189528,27.731555
522300,黔西南布依族苗族自治州,3,520000,104.906419,25.087733
522600,黔东南苗族侗族自治州,3,520000,107.982838,26.583759
522700,黔南布依族苗族自治州,3,520000,107.522303,26.253136
530100,昆明市,3,530000,102.833669,24.88149
530300,曲靖市,3,530000,103.796288,25.490866
530400,玉溪市,3,530000,102.526673,24.346786
530500,保山市,3,530000,99.161489,25.112018
530600,昭通市,3,530000,103.717078,27.338185
530700,丽江市,3,530000,100.225936,26.855165
530800,普洱市,3,530000,100.966011,22.825229
530900,临沧市,3,530000,100.088837,23.884175
532300,楚雄彝族自治州,3,530000,101.528304,25.045678
532500,红河哈尼族彝族自治州,3,530000,103.374873,23.363129
532600,文山壮族苗族自治州,3,530000,104.21567,23.400983
532800,西双版纳傣族自治州,3,530000,100.797002,22.009037
532900,大理白族自治州,3,530000,100.267608,25.606548
533100,德宏傣族景颇族自治州,3,530000,98.585621,24.433146
533300,怒江傈僳族自治州,3,530000,98.8566,25.817555
533400,迪庆藏族自治州,3,530000,99.70211,27.819149
540100,拉萨市,3,540000,91.171924,29.653491
540200,日喀则市,3,540000,88.880423,29.266838
540300,昌都市,3,540000,97.170425,31.142879
540400,林芝市,3,540000,94.361436,29.64875
540500,山南市,3,540000,91.771426,29.237722
540600,那曲市,3,540000,92.05151,31.477905
542500,阿里地区,3,540000,80.105786,32.500987
610100,西安市,3,610000,108.939645,34.343207
610200,铜川市,3,610000,108.945116,34.897133
610300,宝鸡市,3,610000,107.237682,34.362862
610400,咸阳市,3,610000,108.708837,34.329896
610500,渭南市,3,610000,109.470962,34.520632
610600,延安市,3,610000,109.49468,36.650109
610700,汉中市,3,610000,107.02319,33.066373
610800,榆林市,3,610000,109.734104,38.28576
610900,安康市,3,610000,109.029017,32.685435
611000,商洛市,3,610000,109.918646,33.873358
620100,兰州市,3,620000,103.834228,36.060798
620200,嘉峪关市,3,620000,98.292606,39.75577
620300,金昌市,3,620000,102.187972,38.521468
620400,白银市,3,620000,104.138872,36.545123
620500,天水市,3,620000,105.724828,34.581514
620600,武威市,3,620000,102.637821,37.92898
620700,张掖市,3,620000,100.449858,38.924766
620800,平凉市,3,620000,106.664913,35.542417
620900,酒泉市,3,620000,98.49432,39.733416
621000,庆阳市,3,620000,107.643433,35.709459
621100,定西市,3,620000,104.592342,35.607947
621200,陇南市,3,620000,104.960296,33.370174
622900,临夏回族自治州,3,620000,103.210386,35.601792
623000,甘南藏族自治州,3,620000,102.911736,34.983266
630100,西宁市,3,630000,101.758249,36.676027
630200,海东市,3,630000,102.41064,36.473448
632200,海北藏族自治州,3,630000,100.900944,36.954612
632300,黄南藏族自治州,3,630000,102.015397,35.519317
632500,海南藏族自治州,3,630000,100.622647,36.296399
632600,果洛藏族自治州,3,630000,100.245161,34.472179
632700,玉树藏族自治州,3,630000,97.006292,33.006308
632800,海西蒙古族藏族自治州,3,630000,97.33197,37.348114
640100,银川市,3,640000,106.230977,38.487783
640200,石嘴山市,3,640000,106.382792,38.984632
640300,吴忠市,3,640000,106.198613,37.997755
640400,固原市,3,640000,106.24267,36.01628
640500,中卫市,3,640000,105.19677,37.500185
650100,乌鲁木齐市,3,650000,87.616824,43.825377
650200,克拉玛依市,3,650000,84.889239,45.577712
650400,吐鲁番市,3,650000,89.250261,42.972736
650500,哈密市,3,650000,93.515053,42.819346
652300,昌吉回族自治州,3,650000,87.308995,44.011044
652700,博尔塔拉蒙古自治州,3,650000,82.066363,44.906039
652800,巴音郭楞蒙古自治州,3,650000,86.145298,41.764115
652900,阿克苏地区,3,650000,80.265068,41.170712
653000,克孜勒苏柯尔克孜自治州,3,650000,76.168157,39.716236
653100,喀什地区,3,650000,75.990618,39.470215
653200,和田地区,3,650000,79.921646,37.114406
654000,伊犁哈萨克自治州,3,650000,81.323691,43.917106
654200,塔城地区,3,650000,82.980316,46.745364
654300,阿勒泰地区,3,650000,88.141253,47.844924
659000,自治区直辖县级行政区划,3,650000,,
110101,东城区,4,110100,116.416334,39.928359
110102,西城区,4,110100,116.36585,39.9126
110105,朝阳区,4,110100,116.443136,39.921444
110106,丰台区,4,110100,116.286726,39.858538
110107,石景山区,4,110100,116.223015,39.906304
110108,海淀区,4,110100,116.2977,39.959893
110109,门头沟区,4,110100,116.101668,39.940842
110111,房山区,4,110100,116.143426,39.748889
110112,通州区,4,110100,116.664264,39.909698
110113,顺义区,4,110100,116.661474,40.149891
110114,昌平区,4,110100,116.231034,40.220952
110115,大兴区,4,110100,116.341483,39.726917
110116,怀柔区,4,110100,116.631974,40.317003
110117,平谷区,4,110100,117.121589,40.140805
110118,密云区,4,110100,116.843351,40.377058
110119,延庆区,4,110100,115.974609,40.457033
120101,和平区,4,120100,117.214713,39.116884
120102,河东区,4,120100,117.251584,39.128294
120103,河西区,4,120100,117.223379,39.109679
120104,南开区,4,120100,117.150638,39.138551
120105,河北区,4,120100,117.196874,39.148018
120106,红桥区,4,120100,117.151566,39.167349
120110,东丽区,4,120100,117.313567,39.086789
120111,西青区,4,120100,117.008994,39.141811
120112,津南区,4,120100,117.356683,38.936971
